Comparing channel(s) YUV

           Mean               Max    Max             
         Absolute     Mean    Pos.   Neg.            
 Frame     Dev.       Dev.    Dev.   Dev.  PSNR (dB) 
   569    9.7272    +4.2517  184    -141     18.2002
   570    9.6005    +3.9473  181    -145     18.3500
   571    9.0013    +1.9899  160    -153     18.9405
   572    8.5371    +0.1293  147    -162     19.1506
   573    9.4074    +3.3671  176    -158     18.4941
   574    9.2250    +2.5854  172    -150     18.6955
   575    9.3359    +2.9275  168    -138     18.7390
   576    9.2690    +2.8050  170    -139     18.7258
   577    9.4756    +3.5866  176    -138     18.5272
   578    9.4664    +3.4739  176    -140     18.5410
   579    9.3590    +3.0579  175    -148     18.6168
   580    9.1944    +2.5234  172    -141     18.7847
   581    9.2579    +2.8081  174    -133     18.7527
   582    9.4095    +3.3243  175    -132     18.6029
   583    9.3222    +2.9999  171    -132     18.7031
   584    9.3484    +3.1255  172    -131     18.6959
   585    9.1457    +2.3715  169    -129     18.8866
   586    9.1446    +2.4842  166    -135     18.8794
   587    9.3487    +3.1395  170    -127     18.7050
   588    9.3425    +3.1678  168    -125     18.7111
   589    9.3018    +3.0322  168    -129     18.7459
   590    9.3541    +3.1766  169    -126     18.6993
   591    9.3659    +3.1971  170    -123     18.6895
   592    9.3702    +3.2271  171    -122     18.6857
   593    9.3691    +3.2343  171    -121     18.6851
   594    9.3743    +3.2441  172    -121     18.6813
   595    9.3680    +3.2462  173    -121     18.6854
   596    9.3653    +3.2772  173    -121     18.6877
   597    9.3707    +3.2922  173    -121     18.6774
   598    9.4030    +3.3338  173    -120     18.6453
   599    9.4162    +3.3319  173    -120     18.6309
   600    9.4310    +3.3526  173    -120     18.6168
   601    9.4337    +3.3351  173    -120     18.6115
   602    9.4479    +3.3603  174    -120     18.5977
   603    9.4613    +3.3836  173    -119     18.5813
   604    9.4774    +3.4237  173    -119     18.5680
   605    9.4802    +3.4398  174    -119     18.5639
   606    9.4926    +3.5015  176    -119     18.5531
   607    9.5102    +3.5638  176    -118     18.5305
   608    9.5479    +3.6518  178    -118     18.4865
   609    9.5730    +3.7789  185    -118     18.4428
   610    9.6382    +3.9401  186    -117     18.3649
   611    9.6802    +4.0457  186    -115     18.3045
   612    9.6971    +4.1355  186    -114     18.2739
   613    9.7118    +4.1381  187    -114     18.2655
   614    9.7493    +4.1428  187    -114     18.2388
   615    9.7876    +4.1550  186    -114     18.2065
   616    9.8098    +4.1794  186    -114     18.1879
   617    9.8083    +4.1590  186    -114     18.1880
   618    9.8102    +4.1762  185    -114     18.1845
   619    9.8072    +4.1974  185    -114     18.1822
   620    9.7983    +4.2485  186    -114     18.1804
   621    9.8221    +4.2941  186    -114     18.1402
   622    9.8541    +4.3320  187    -114     18.1068
   623    9.8543    +4.3079  187    -114     18.1093
   624    9.8380    +4.3015  186    -114     18.1243
   625    9.7944    +4.2630  185    -114     18.1690
   626    9.7436    +4.2187  184    -114     18.2378
   627    9.7460    +4.1811  184    -114     18.2455
   628    9.7830    +4.1510  184    -114     18.2191
   629    9.7932    +4.0670  185    -114     18.2104
   630    9.7948    +4.0523  185    -114     18.2111
   631    9.7899    +4.0428  185    -114     18.2121
   632    9.8122    +4.0988  186    -114     18.1845
   633    9.8351    +4.1828  187    -115     18.1439
   634    9.8635    +4.3098  187    -115     18.0981
   635    9.8704    +4.3503  187    -115     18.0776
   636    9.8810    +4.3495  187    -115     18.0690
   637    9.8817    +4.2838  187    -115     18.0757
   638    0.0000    +0.0000    0      0     96.9160
   639    0.0000    +0.0000    0      0     96.9160
   640    0.0000    +0.0000    0      0     96.9160
   641    0.0000    +0.0000    0      0     96.9160
   642    0.0000    +0.0000    0      0     96.9160
   643    0.0000    +0.0000    0      0     96.9160
   644    0.0000    +0.0000    0      0     96.9160
   645    0.0000    +0.0000    0      0     96.9160
   646    0.0000    +0.0000    0      0     96.9160
   647    0.0000    +0.0000    0      0     96.9160
   648    0.0000    +0.0000    0      0     96.9160
   649    0.0000    +0.0000    0      0     96.9160
   650    0.0000    +0.0000    0      0     96.9160
   651    0.0000    +0.0000    0      0     96.9160
   652    0.0000    +0.0000    0      0     96.9160
   653    0.0000    +0.0000    0      0     96.9160
   654    0.0000    +0.0000    0      0     96.9160
   655    0.0000    +0.0000    0      0     96.9160
   656    0.0000    +0.0000    0      0     96.9160
   657    0.0000    +0.0000    0      0     96.9160
   658    0.0000    +0.0000    0      0     96.9160
   659    0.0000    +0.0000    0      0     96.9160
   660    0.0000    +0.0000    0      0     96.9160
   661    0.0000    +0.0000    0      0     96.9160
   662    0.0000    +0.0000    0      0     96.9160
   663    0.0000    +0.0000    0      0     96.9160
   664    0.0000    +0.0000    0      0     96.9160
   665    0.0000    +0.0000    0      0     96.9160
   666    0.0000    +0.0000    0      0     96.9160
   667    0.0000    +0.0000    0      0     96.9160
   668    0.0000    +0.0000    0      0     96.9160
   669    0.0000    +0.0000    0      0     96.9160
   670    0.0000    +0.0000    0      0     96.9160
   671    0.0000    +0.0000    0      0     96.9160
   672   14.1604    +6.5928  192    -114     16.3867
   673   14.1900    +6.5847  192    -114     16.3737
   674   14.2079    +6.6266  192    -114     16.3634
   675   14.1947    +6.6888  192    -113     16.3621
   676   10.8339    -4.5036   51    -193     17.0995
   677   10.8396    -5.1012   48    -190     16.9245
   678   10.8380    -5.4350   48    -188     16.8414
   679   10.8297    -5.5336   48    -188     16.8171
   680   10.8269    -5.5551   48    -190     16.8167
   681   10.8299    -5.5730   61    -192     16.8098
   682   10.8446    -5.5516   63    -192     16.8072
   683   10.8332    -5.5287   64    -191     16.8191
   684   10.8393    -5.5003   64    -192     16.8248
   685   10.8455    -5.4810   64    -192     16.8261
   686   10.8533    -5.4367   65    -192     16.8320
   687   10.8531    -5.3965   64    -192     16.8430
   688   10.8444    -5.3547   64    -191     16.8617
   689   10.8528    -5.3144   65    -190     16.8707
   690   10.8645    -5.2644   64    -190     16.8795
   691   10.8468    -5.2315   64    -191     16.8977
   692   10.8599    -5.1946   64    -191     16.9004
   693   10.8579    -5.1698   64    -190     16.9093
   694   10.8758    -5.1366   64    -189     16.9095
   695   10.8817    -5.1256   64    -189     16.9075
   696   10.8834    -5.1150   65    -188     16.9108
   697   10.8818    -5.1187   64    -188     16.9098
   698   10.8878    -5.1156   64    -188     16.9056
   699   10.8934    -5.1208   63    -194     16.9009
   700   10.8997    -5.1374   64    -197     16.8935
   701   10.9056    -5.1461   64    -198     16.8872
   702   10.9129    -5.1543   64    -200     16.8797
   703   11.3591    -5.8542   93    -211     16.3063
   704   11.3591    -5.8557   93    -211     16.3056
   705   11.3597    -5.8551   93    -211     16.3057
   706   11.3602    -5.8454   93    -211     16.3064
   707   11.3608    -5.8469   93    -211     16.3065
   708   11.3622    -5.8494   93    -211     16.3048
   709   11.3614    -5.8560   93    -211     16.3049
   710   11.3629    -5.8515   93    -211     16.3052
   711   11.3617    -5.8518   93    -211     16.3049
   712   11.3635    -5.8506   93    -211     16.3051
   713   11.3621    -5.8565   93    -211     16.3042
   714   11.3622    -5.8496   93    -211     16.3052
   715   11.3595    -5.8515   93    -211     16.3060
   716   11.3622    -5.8470   93    -211     16.3060
   717   11.3614    -5.8532   93    -212     16.3053
   718   11.3612    -5.8481   93    -212     16.3054
   719   11.3615    -5.8474   93    -212     16.3054
   720   11.3615    -5.8475   93    -211     16.3054
   721   11.3612    -5.8536   93    -212     16.3051
   722   11.3608    -5.8442   93    -212     16.3068
   723   11.3594    -5.8487   93    -212     16.3063
   724   11.3622    -5.8479   93    -212     16.3059
   725   11.3609    -5.8524   93    -212     16.3048
   726   11.3617    -5.8478   93    -211     16.3050
   727   11.3610    -5.8472   93    -211     16.3061
   728   11.3620    -5.8447   93    -211     16.3060
   729   11.3616    -5.8553   93    -211     16.3039
   730   11.3615    -5.8478   94    -211     16.3061
   731   11.3603    -5.8481   94    -211     16.3060
   732   11.3606    -5.8477   94    -211     16.3064
   733   11.3603    -5.8551   94    -211     16.3055
   734   11.3618    -5.8499   94    -211     16.3055
   735   11.3625    -5.8508   94    -211     16.3051
   736   11.3605    -5.8529   94    -211     16.3055
   737   11.3614    -5.8498   93    -210     16.3059
   738   11.3615    -5.8504   93    -210     16.3049
   739   11.3613    -5.8502   93    -210     16.3050
   740   11.3615    -5.8473   93    -211     16.3060
   741   11.3619    -5.8531   92    -210     16.3044
   742   11.3613    -5.8469   93    -211     16.3057
   743   11.3621    -5.8487   93    -211     16.3058
   744    0.0000    +0.0000    0      0     96.9160
   745    0.0000    +0.0000    0      0     96.9160
   746    0.0000    +0.0000    0      0     96.9160
   747    0.0000    +0.0000    0      0     96.9160
   748    0.0000    +0.0000    0      0     96.9160
   749    0.0000    +0.0000    0      0     96.9160
   750    0.0000    +0.0000    0      0     96.9160
   751    0.0000    +0.0000    0      0     96.9160
   752    0.0000    +0.0000    0      0     96.9160
   753    0.0000    +0.0000    0      0     96.9160
   754    0.0000    +0.0000    0      0     96.9160
   755    0.0000    +0.0000    0      0     96.9160
   756    0.0000    +0.0000    0      0     96.9160
   757    0.0000    +0.0000    0      0     96.9160
   758    0.0000    +0.0000    0      0     96.9160
   759    0.0000    +0.0000    0      0     96.9160
   760    0.0000    +0.0000    0      0     96.9160
   761    0.0000    +0.0000    0      0     96.9160
   762    0.0000    +0.0000    0      0     96.9160
   763    0.0000    +0.0000    0      0     96.9160
   764    0.0000    +0.0000    0      0     96.9160
   765    0.0000    +0.0000    0      0     96.9160
   766    0.0000    +0.0000    0      0     96.9160
   767    0.0000    +0.0000    0      0     96.9160
   768    0.0000    +0.0000    0      0     96.9160
   769   12.7917    -6.3755   96    -212     15.8614
   770   12.7935    -6.3690   96    -212     15.8626
   771   12.7932    -6.3702   96    -212     15.8620
   772   12.7928    -6.3722   96    -212     15.8614
   773   12.7930    -6.3771   96    -212     15.8609
   774   12.7929    -6.3700   95    -213     15.8619
   775   12.7922    -6.3723   95    -212     15.8619
   776   12.7910    -6.3724   95    -212     15.8619
   777   12.7917    -6.3760   95    -212     15.8617
   778   12.7917    -6.3716   95    -213     15.8624
   779   12.7925    -6.3707   95    -212     15.8631
   780   12.7932    -6.3706   95    -213     15.8623
   781   12.7922    -6.3761   95    -212     15.8616
   782   12.7923    -6.3705   95    -212     15.8619
   783   12.7924    -6.3730   95    -212     15.8618
   784   12.7927    -6.3745   95    -212     15.8614
   785   12.7917    -6.3746   95    -213     15.8629
   786   12.7944    -6.3681   95    -212     15.8629
   787   12.7929    -6.3695   95    -212     15.8631
   788   12.7938    -6.3688   95    -212     15.8632
   789   12.7919    -6.3747   95    -213     15.8628
   790   12.7918    -6.3680   95    -213     15.8646
   791   12.7935    -6.3686   95    -213     15.8635
   792   12.7927    -6.3683   95    -213     15.8636
   793   12.7913    -6.3746   95    -213     15.8633
   794   12.7923    -6.3687   95    -212     15.8637
   795   12.7909    -6.3672   95    -212     15.8649
   796   12.7918    -6.3683   95    -212     15.8637
   797   12.7913    -6.3754   95    -213     15.8626
   798   12.7925    -6.3682   95    -213     15.8631
   799   12.7921    -6.3719   95    -213     15.8625
   800   12.7922    -6.3679   95    -213     15.8635
   801   12.7911    -6.3735   95    -213     15.8631
   802   12.7920    -6.3692   95    -213     15.8632
   803   12.7921    -6.3663   95    -213     15.8634
   804   12.7933    -6.3687   95    -213     15.8632
   805   12.7908    -6.3724   95    -213     15.8629
   806   12.7921    -6.3667   95    -213     15.8633
   807   12.7908    -6.3669   95    -213     15.8640
   808   12.7913    -6.3653   95    -213     15.8640
   809   12.7909    -6.3762   95    -213     15.8628
   810   12.7917    -6.3685   95    -213     15.8636
   811   12.7913    -6.3724   95    -213     15.8626
   812   12.7928    -6.3697   95    -212     15.8626
   813   12.7920    -6.3722   95    -213     15.8631
   814   12.7937    -6.3679   95    -212     15.8626
   815   12.7924    -6.3691   95    -212     15.8631
   816   12.7945    -6.3681   95    -212     15.8626
   817   12.7925    -6.3736   95    -212     15.8625
   818   12.7938    -6.3694   95    -212     15.8625
   819   12.7920    -6.3671   95    -213     15.8638
   820   12.7933    -6.3705   95    -212     15.8629
   821   12.7918    -6.3746   95    -212     15.8624
   822   12.7927    -6.3688   95    -212     15.8629
   823   12.7919    -6.3702   95    -212     15.8628
   824   12.7932    -6.3707   95    -212     15.8622
   825   12.7930    -6.3762   95    -212     15.8617
   826   12.7925    -6.3668   95    -212     15.8639
   827   12.7927    -6.3724   95    -212     15.8625
   828   12.7920    -6.3692   95    -212     15.8633
   829   12.7926    -6.3755   95    -212     15.8627
   830   12.7924    -6.3683   95    -212     15.8635
   831   12.7947    -6.3674   95    -212     15.8628
   832   12.7936    -6.3724   95    -212     15.8625
   833   12.7936    -6.3779   95    -212     15.8618
   834    0.0000    +0.0000    0      0     96.9160
   835    0.0000    +0.0000    0      0     96.9160
   836    0.0000    +0.0000    0      0     96.9160
   837    0.0000    +0.0000    0      0     96.9160
   838    0.0000    +0.0000    0      0     96.9160
   839    2.7346    -2.0829   86    -207     21.8611
   840    2.7348    -2.0822   86    -207     21.8611
   841    2.7347    -2.0841   86    -207     21.8597
   842    2.7349    -2.0823   86    -207     21.8617
   843    2.7343    -2.0825   86    -207     21.8618
   844    2.7348    -2.0818   86    -207     21.8621
   845    2.7344    -2.0841   86    -207     21.8614
   846    2.7343    -2.0839   86    -207     21.8617
   847    2.7342    -2.0837   86    -207     21.8622
   848    2.7349    -2.0839   86    -207     21.8609
   849    2.7343    -2.0841   86    -207     21.8615
   850    2.7346    -2.0831   86    -207     21.8619
   851    2.7345    -2.0835   86    -207     21.8615
   852    2.7343    -2.0837   86    -207     21.8616
   853    2.7344    -2.0833   86    -207     21.8618
   854    2.7344    -2.0837   86    -207     21.8608
   855    2.7350    -2.0828   86    -207     21.8617
   856    2.7346    -2.0829   86    -207     21.8616
   857    2.7343    -2.0845   86    -207     21.8610
   858    2.7349    -2.0846   86    -207     21.8601
   859    2.7341    -2.0841   86    -207     21.8616
   860    2.7346    -2.0844   86    -207     21.8608
   861    2.7345    -2.0844   86    -207     21.8605
   862    2.7342    -2.0841   86    -207     21.8613
   863    2.7342    -2.0851   86    -207     21.8599
   864    2.7344    -2.0838   86    -207     21.8612
   865    2.7345    -2.0846   86    -207     21.8603
   866    2.7343    -2.0837   86    -207     21.8611
   867    0.0000    +0.0000    0      0     96.9160
   868    0.0000    +0.0000    0      0     96.9160
   869    0.0000    +0.0000    0      0     96.9160
   870    0.0000    +0.0000    0      0     96.9160
   871    0.0000    +0.0000    0      0     96.9160
   872    0.0000    +0.0000    0      0     96.9160
   873    0.0000    +0.0000    0      0     96.9160
   874    0.0000    +0.0000    0      0     96.9160
   875    6.1172    -3.3469   87    -209     18.9299
   876    6.1174    -3.3454   87    -209     18.9297
   877    6.1159    -3.3480   87    -209     18.9302
   878    6.1171    -3.3442   87    -209     18.9310
   879    5.9297    -3.7202   60    -212     19.0575
   880    5.9286    -3.7222   60    -212     19.0584
   881    5.9280    -3.7186   60    -212     19.0591
   882    5.9289    -3.7136   60    -212     19.0611
   883    5.9281    -3.7140   60    -212     19.0621
   884    5.9276    -3.7166   60    -212     19.0613
   885    5.9279    -3.7185   60    -212     19.0604
   886    5.9288    -3.7142   60    -213     19.0619
   887    5.9270    -3.7121   60    -212     19.0638
   888    5.9274    -3.7147   60    -212     19.0628
   889    5.9265    -3.7166   60    -212     19.0621
   890    5.9287    -3.7158   60    -212     19.0614
   891    5.9271    -3.7142   60    -212     19.0622
   892    5.9274    -3.7166   60    -212     19.0611
   893    5.9280    -3.7164   60    -212     19.0606
   894    5.9278    -3.7169   60    -212     19.0608
   895    5.9281    -3.7159   60    -212     19.0612
   896    5.9290    -3.7155   60    -212     19.0605
   897    5.9286    -3.7172   60    -212     19.0594
   898    5.9292    -3.7155   60    -212     19.0608
   899    5.9291    -3.7150   60    -212     19.0606
   900    5.9294    -3.7148   60    -212     19.0606
   901    5.9272    -3.7164   60    -212     19.0611
   902    5.9281    -3.7141   60    -212     19.0622
   903    5.9268    -3.7159   60    -212     19.0617
   904    5.9282    -3.7150   60    -212     19.0609
   905    5.9286    -3.7173   60    -212     19.0597
   906    5.9292    -3.7152   60    -212     19.0608
   907    5.9278    -3.7144   60    -212     19.0621
   908    5.9299    -3.7140   60    -212     19.0609
   909    5.9289    -3.7180   60    -212     19.0598
   910    5.9272    -3.7157   60    -212     19.0617
   911    5.9280    -3.7144   60    -212     19.0622
   912    5.9278    -3.7158   60    -212     19.0613
   913    5.9265    -3.7169   60    -212     19.0613
   914    5.9269    -3.7173   60    -212     19.0607
   915    5.9279    -3.7162   60    -212     19.0614
   916    5.9278    -3.7149   60    -212     19.0621
   917    5.9277    -3.7148   60    -212     19.0627
   918    5.9281    -3.7146   60    -212     19.0612
   919    5.9279    -3.7146   60    -212     19.0617
   920    5.9277    -3.7143   60    -212     19.0622
   921    5.9276    -3.7162   60    -212     19.0610
   922    0.0000    +0.0000    0      0     96.9160
   923    0.0000    +0.0000    0      0     96.9160
   924    0.0000    +0.0000    0      0     96.9160
   925    0.0000    +0.0000    0      0     96.9160
   926    0.0000    +0.0000    0      0     96.9160
   927    0.0000    +0.0000    0      0     96.9160
   928    0.0000    +0.0000    0      0     96.9160
   929    0.0000    +0.0000    0      0     96.9160
   930    0.0000    +0.0000    0      0     96.9160
   931    0.0000    +0.0000    0      0     96.9160
   932    0.0000    +0.0000    0      0     96.9160
   933    0.0000    +0.0000    0      0     96.9160
   934    0.0000    +0.0000    0      0     96.9160
   935    0.0000    +0.0000    0      0     96.9160
   936    0.0000    +0.0000    0      0     96.9160
   937    0.0000    +0.0000    0      0     96.9160
   938    0.0000    +0.0000    0      0     96.9160
   939    0.0000    +0.0000    0      0     96.9160
   940    0.0000    +0.0000    0      0     96.9160
   941    0.0000    +0.0000    0      0     96.9160
   942    0.0000    +0.0000    0      0     96.9160
   943    0.0000    +0.0000    0      0     96.9160
   944    0.0000    +0.0000    0      0     96.9160
   945    0.0000    +0.0000    0      0     96.9160
   946    0.0000    +0.0000    0      0     96.9160
   947    6.7101    -4.1093   61    -211     18.5582
   948    6.7104    -4.1101   61    -211     18.5576
   949    6.7104    -4.1113   61    -211     18.5574
   950    6.7102    -4.1099   61    -211     18.5577
   951    6.7087    -4.1100   61    -211     18.5587
   952    7.3563    -0.8268  168    -186     18.7221
   953    7.3561    -0.8271  168    -186     18.7225
   954    7.3576    -0.8201  168    -186     18.7216
   955    7.3591    -0.8208  168    -186     18.7206
   956    7.3585    -0.8202  168    -186     18.7218
   957    7.3575    -0.8247  168    -187     18.7216
   958    7.3583    -0.8219  168    -186     18.7201
   959    7.3589    -0.8215  168    -186     18.7214
   960    7.3594    -0.8226  168    -186     18.7199
   961    7.3578    -0.8258  168    -186     18.7201
   962    7.3594    -0.8224  168    -186     18.7209
   963    7.3596    -0.8224  168    -186     18.7207
   964    7.3594    -0.8227  168    -186     18.7197
   965    7.3588    -0.8261  168    -186     18.7192
   966    7.3592    -0.8226  168    -186     18.7202
   967    7.3590    -0.8225  168    -186     18.7206
   968    7.3590    -0.8217  168    -186     18.7216
   969    7.3597    -0.8248  168    -187     18.7200
   970    7.3596    -0.8207  169    -187     18.7200
   971    7.3592    -0.8225  168    -187     18.7204
   972    7.3583    -0.8231  168    -187     18.7205
   973    7.3582    -0.8262  168    -187     18.7204
   974    7.3585    -0.8241  168    -187     18.7207
   975    7.3595    -0.8209  168    -187     18.7212
   976    7.3590    -0.8244  168    -187     18.7201
   977    7.3583    -0.8240  168    -186     18.7213
   978    7.3583    -0.8194  168    -186     18.7219
   979    7.3600    -0.8208  168    -186     18.7207
   980    7.3589    -0.8208  168    -186     18.7211
   981    7.3580    -0.8238  168    -186     18.7218
   982    7.3577    -0.8202  168    -186     18.7230
   983    7.3568    -0.8206  168    -186     18.7232
   984    7.3581    -0.8201  168    -186     18.7220
   985    7.3577    -0.8246  168    -186     18.7217
   986    7.3582    -0.8205  168    -186     18.7215
   987    7.3590    -0.8200  168    -186     18.7203
   988    7.3580    -0.8204  168    -186     18.7210
   989    7.3585    -0.8249  168    -186     18.7207
   990    7.3587    -0.8223  168    -186     18.7212
   991    7.3579    -0.8214  168    -186     18.7223
   992    7.3596    -0.8214  168    -187     18.7213
   993    7.3582    -0.8241  168    -186     18.7213
   994    7.3590    -0.8226  168    -186     18.7209
   995    7.3588    -0.8232  168    -186     18.7211
   996    7.3587    -0.8215  168    -186     18.7215
   997    7.3581    -0.8233  168    -186     18.7223
   998    7.3586    -0.8210  169    -186     18.7210
   999    7.3584    -0.8210  168    -186     18.7213
  1000    0.0000    +0.0000    0      0     96.9160
  1001    0.0000    +0.0000    0      0     96.9160
  1002    0.0000    +0.0000    0      0     96.9160
  1003    0.0000    +0.0000    0      0     96.9160
  1004    0.0000    +0.0000    0      0     96.9160
  1005    0.0000    +0.0000    0      0     96.9160
  1006    0.0000    +0.0000    0      0     96.9160
  1007    0.0000    +0.0000    0      0     96.9160
  1008    0.0000    +0.0000    0      0     96.9160
  1009    0.0000    +0.0000    0      0     96.9160
  1010    4.5701    -0.6811  168    -186     20.4489
  1011    4.5698    -0.6810  168    -186     20.4494
  1012    4.5694    -0.6819  168    -186     20.4496
  1013    4.5703    -0.6826  168    -186     20.4475
  1014    4.5701    -0.6805  168    -186     20.4484
  1015    4.5701    -0.6796  168    -186     20.4485
  1016    4.5698    -0.6795  168    -186     20.4491
  1017    4.5691    -0.6817  168    -186     20.4492
  1018    4.5689    -0.6807  168    -186     20.4496
  1019    4.5684    -0.6802  168    -186     20.4501
  1020    4.5688    -0.6806  168    -186     20.4503
  1021    4.5687    -0.6824  168    -186     20.4493
  1022    4.5681    -0.6822  168    -186     20.4485
  1023    4.5694    -0.6813  168    -186     20.4489
  1024    4.5687    -0.6815  168    -186     20.4501
  1025    4.5689    -0.6832  168    -186     20.4508
  1026    4.5690    -0.6813  168    -186     20.4511
  1027    4.5687    -0.6825  168    -186     20.4507
  1028    4.5687    -0.6819  168    -186     20.4501
  1029    4.5686    -0.6829  168    -186     20.4509
  1030    4.5680    -0.6831  168    -186     20.4512
  1031    4.5687    -0.6837  168    -186     20.4494
  1032    4.5689    -0.6818  168    -186     20.4506
  1033    4.5687    -0.6844  168    -186     20.4499
  1034    4.5695    -0.6814  168    -186     20.4491
  1035    4.5699    -0.6800  168    -186     20.4495
  1036    4.5701    -0.6798  168    -186     20.4498
  1037    4.5693    -0.6821  168    -186     20.4505
  1038    4.5690    -0.6801  168    -186     20.4508
  1039    4.5701    -0.6803  168    -186     20.4485
  1040    4.5697    -0.6805  168    -186     20.4491
  1041    4.5694    -0.6808  168    -186     20.4500
  1042    4.5700    -0.6792  168    -186     20.4498
  1043    4.5701    -0.6791  168    -186     20.4506
  1044    4.5700    -0.6800  168    -186     20.4500
  1045    4.5698    -0.6805  168    -186     20.4501
  1046    4.5697    -0.6814  168    -186     20.4492
  1047    4.5701    -0.6800  168    -186     20.4496
  1048    4.5695    -0.6813  168    -186     20.4486
  1049    4.5698    -0.6815  168    -186     20.4496
  1050    4.5700    -0.6797  168    -186     20.4492
  1051    4.5701    -0.6799  168    -186     20.4499
  1052    4.5703    -0.6799  168    -186     20.4493
  1053    4.5702    -0.6817  168    -186     20.4490
  1054    4.5701    -0.6818  168    -186     20.4490
  1055    4.5702    -0.6813  168    -186     20.4491
  1056    4.5703    -0.6789  168    -186     20.4498
  1057    4.5693    -0.6815  168    -186     20.4498
  1058    4.5700    -0.6792  168    -186     20.4503
  1059    4.5699    -0.6795  168    -186     20.4503
  1060    4.5696    -0.6811  168    -186     20.4499
  1061    4.5696    -0.6814  168    -186     20.4491
  1062    4.5695    -0.6812  168    -186     20.4500
  1063    4.5697    -0.6820  168    -186     20.4490
  1064    4.5694    -0.6824  168    -186     20.4490
  1065    4.1663    -0.7998   62    -152     21.8473
  1066    4.1650    -0.8016   62    -152     21.8475
  1067    4.1649    -0.8019   62    -152     21.8481
  1068    4.1669    -0.7986   62    -152     21.8468
  1069    4.1659    -0.8017   62    -152     21.8459
  1070    4.1656    -0.8019   62    -152     21.8471
  1071    4.1651    -0.8008   62    -152     21.8486
  1072    4.1650    -0.8036   62    -152     21.8453
  1073    4.1667    -0.8010   62    -152     21.8458
  1074    4.1652    -0.8009   62    -152     21.8476
  1075    0.0000    +0.0000    0      0     96.9160
  1076    0.0000    +0.0000    0      0     96.9160
  1077    0.0000    +0.0000    0      0     96.9160
  1078    0.0000    +0.0000    0      0     96.9160
  1079    0.0000    +0.0000    0      0     96.9160
  1080    0.0000    +0.0000    0      0     96.9160
  1081    0.0000    +0.0000    0      0     96.9160
  1082    0.0000    +0.0000    0      0     96.9160
  1083    0.0000    +0.0000    0      0     96.9160
  1084    0.0000    +0.0000    0      0     96.9160
  1085    0.0000    +0.0000    0      0     96.9160
  1086    0.0000    +0.0000    0      0     96.9160
  1087    0.0000    +0.0000    0      0     96.9160
  1088    0.0000    +0.0000    0      0     96.9160
  1089    0.0000    +0.0000    0      0     96.9160
  1090    0.0000    +0.0000    0      0     96.9160
  1091    0.0000    +0.0000    0      0     96.9160
  1092    0.0000    +0.0000    0      0     96.9160
  1093    0.0000    +0.0000    0      0     96.9160
  1094    0.0000    +0.0000    0      0     96.9160
  1095    0.0000    +0.0000    0      0     96.9160
  1096    0.0000    +0.0000    0      0     96.9160
  1097    0.0000    +0.0000    0      0     96.9160
  1098    2.3070    -0.3895   62    -152     24.4791
  1099    2.3080    -0.3893   62    -152     24.4780
  1100    2.3081    -0.3865   62    -152     24.4810
  1101    2.3075    -0.3882   62    -152     24.4795
  1102    2.3074    -0.3910   62    -152     24.4762
  1103    2.3073    -0.3875   62    -151     24.4812
  1104    2.3080    -0.3907   62    -152     24.4751
  1105    2.3078    -0.3912   62    -152     24.4744
  1106    2.3064    -0.3892   62    -151     24.4805
  1107    2.3075    -0.3903   62    -152     24.4765
  1108    2.3085    -0.3881   62    -152     24.4769
  1109    2.3070    -0.3897   62    -152     24.4786
  1110    2.3072    -0.3899   61    -152     24.4791
  1111    2.3071    -0.3897   62    -152     24.4795
  1112    2.3075    -0.3860   62    -151     24.4832
  1113    2.3065    -0.3865   62    -152     24.4840
  1114    2.3070    -0.3893   62    -151     24.4789
  1115    2.3072    -0.3890   62    -151     24.4792
  1116    2.3081    -0.3890   62    -152     24.4763
  1117    2.3083    -0.3882   62    -152     24.4781
  1118    2.3082    -0.3863   62    -152     24.4801
  1119    2.3077    -0.3904   62    -152     24.4765
  1120    2.3071    -0.3895   62    -151     24.4783
  1121    2.3073    -0.3901   62    -152     24.4769
  1122    0.0000    +0.0000    0      0     96.9160
  1123    0.0000    +0.0000    0      0     96.9160
  1124    0.0000    +0.0000    0      0     96.9160
  1125    0.0000    +0.0000    0      0     96.9160
  1126    0.0000    +0.0000    0      0     96.9160
  1127    0.0000    +0.0000    0      0     96.9160
  1128    0.0000    +0.0000    0      0     96.9160
  1129    0.0000    +0.0000    0      0     96.9160
  1130    0.0000    +0.0000    0      0     96.9160
  1131    0.0000    +0.0000    0      0     96.9160
  1132    0.0000    +0.0000    0      0     96.9160
  1133    0.0000    +0.0000    0      0     96.9160
  1134    0.0000    +0.0000    0      0     96.9160
  1135    0.0000    +0.0000    0      0     96.9160
  1136    1.7001    -0.3545  166    -185     24.7790
  1137    1.7001    -0.3548  166    -185     24.7792
  1138    1.7006    -0.3557  166    -185     24.7771
  1139    1.7078    -0.3322  166    -185     24.7624
  1140    1.7078    -0.3320  166    -185     24.7625
  1141    1.7084    -0.3335  166    -185     24.7613
  1142    1.7101    -0.2791  166    -185     24.7766
  1143    1.7101    -0.2791  166    -185     24.7768
  1144    1.7103    -0.2779  166    -185     24.7787
  1145    1.7074    -0.2579  167    -185     24.7967
  1146    1.7072    -0.2578  167    -185     24.7973
  1147    1.7070    -0.2585  167    -185     24.7964
