Comparing channel(s) YUV

           Mean               Max    Max             
         Absolute     Mean    Pos.   Neg.            
 Frame     Dev.       Dev.    Dev.   Dev.  PSNR (dB) 
  1148    1.7139    -0.2153  167    -185     24.7898
  1149    1.7139    -0.2151  167    -185     24.7896
  1150    1.7143    -0.2147  168    -185     24.7884
  1151    1.7141    -0.2148  168    -185     24.7891
  1152    1.7143    -0.2145  168    -185     24.7883
  1153    1.7143    -0.2151  168    -186     24.7866
  1154    1.7146    -0.2146  168    -185     24.7889
  1155    1.7144    -0.2150  168    -185     24.7883
  1156    1.7149    -0.2140  168    -185     24.7880
  1157    1.7149    -0.2156  168    -185     24.7885
  1158    1.7141    -0.2161  167    -185     24.7895
  1159    1.7141    -0.2145  168    -185     24.7890
  1160    1.7143    -0.2148  168    -185     24.7891
  1161    1.7139    -0.2158  168    -185     24.7903
  1162    1.7135    -0.2151  168    -185     24.7913
  1163    1.7141    -0.2153  167    -185     24.7908
  1164    1.7143    -0.2149  168    -185     24.7902
  1165    1.7140    -0.2156  168    -185     24.7910
  1166    1.7134    -0.2151  168    -185     24.7925
  1167    1.7134    -0.2155  168    -185     24.7913
  1168    1.7137    -0.2153  168    -185     24.7910
  1169    1.7142    -0.2162  168    -185     24.7897
  1170    0.0000    +0.0000    0      0     96.9160
  1171    0.0000    +0.0000    0      0     96.9160
  1172    0.0000    +0.0000    0      0     96.9160
  1173    0.0000    +0.0000    0      0     96.9160
  1174    8.1615    -0.1066  169    -186     18.3287
  1175    8.1609    -0.1088  169    -186     18.3285
  1176    8.1610    -0.1073  169    -186     18.3285
  1177    8.1601    -0.1106  169    -186     18.3284
  1178    8.1621    -0.1070  169    -186     18.3279
  1179    8.1615    -0.1059  169    -186     18.3280
  1180    8.1617    -0.1032  169    -187     18.3287
  1181    8.1614    -0.1105  169    -186     18.3284
  1182    8.1622    -0.1064  169    -187     18.3279
  1183    8.1618    -0.1060  169    -186     18.3287
  1184    8.1630    -0.1080  170    -186     18.3272
  1185    8.1611    -0.1106  169    -186     18.3288
  1186    8.1621    -0.1082  169    -186     18.3277
  1187    8.1609    -0.1082  169    -186     18.3287
  1188    8.1620    -0.1065  170    -186     18.3281
  1189    8.1615    -0.1103  169    -186     18.3289
  1190    8.1618    -0.1067  169    -186     18.3285
  1191    8.1619    -0.1062  169    -186     18.3282
  1192    8.1614    -0.1066  169    -186     18.3281
  1193    8.1619    -0.1082  169    -186     18.3289
  1194    8.1630    -0.1081  169    -186     18.3264
  1195    8.1624    -0.1051  169    -186     18.3278
  1196    8.1621    -0.1063  169    -186     18.3273
  1197    8.1619    -0.1092  169    -186     18.3277
  1198    8.1618    -0.1041  169    -186     18.3286
  1199    8.1621    -0.1067  169    -186     18.3282
  1200    8.1630    -0.1075  169    -186     18.3275
  1201    8.1620    -0.1086  169    -186     18.3274
  1202    8.1604    -0.1064  169    -186     18.3285
  1203    8.1604    -0.1060  169    -186     18.3291
  1204    8.1612    -0.1056  170    -186     18.3285
  1205    8.1613    -0.1090  169    -187     18.3277
  1206    8.1622    -0.1050  169    -187     18.3286
  1207    8.1615    -0.1057  169    -187     18.3278
  1208    8.1611    -0.1063  169    -187     18.3281
  1209    8.1612    -0.1094  169    -187     18.3272
  1210    8.1612    -0.1068  169    -186     18.3271
  1211    8.1607    -0.1066  169    -186     18.3283
  1212    8.1620    -0.1060  169    -186     18.3279
  1213    8.1597    -0.1108  169    -186     18.3284
  1214    8.1616    -0.1061  170    -186     18.3272
  1215    8.1621    -0.1073  170    -186     18.3269
  1216    8.1619    -0.1090  170    -186     18.3280
  1217    8.1614    -0.1077  170    -187     18.3291
  1218    8.1631    -0.1055  170    -186     18.3281
  1219    8.1630    -0.1064  170    -187     18.3284
  1220    8.1639    -0.1059  170    -187     18.3280
  1221    8.1626    -0.1093  170    -187     18.3278
  1222    8.1631    -0.1035  170    -187     18.3293
  1223    8.1627    -0.1075  170    -187     18.3276
  1224    8.1633    -0.1070  170    -187     18.3281
  1225    0.0000    +0.0000    0      0     96.9160
  1226    0.0000    +0.0000    0      0     96.9160
  1227    0.0000    +0.0000    0      0     96.9160
  1228    0.0000    +0.0000    0      0     96.9160
  1229   11.5309    -0.6250  170    -190     16.9439
  1230   11.5327    -0.6183  170    -190     16.9444
  1231   11.5318    -0.6203  170    -190     16.9440
  1232   11.5311    -0.6188  170    -190     16.9451
  1233   11.5306    -0.6229  170    -190     16.9449
  1234   11.5319    -0.6225  170    -190     16.9443
  1235   11.5324    -0.6206  170    -190     16.9439
  1236   11.5302    -0.6215  170    -190     16.9457
  1237   11.5301    -0.6247  170    -190     16.9448
  1238   11.5322    -0.6183  170    -190     16.9447
  1239   11.5303    -0.6202  170    -190     16.9452
  1240   11.5296    -0.6204  170    -190     16.9459
  1241   11.5289    -0.6257  170    -190     16.9452
  1242   11.5300    -0.6176  170    -190     16.9463
  1243   11.5303    -0.6188  170    -190     16.9448
  1244   11.5303    -0.6178  170    -190     16.9449
  1245   11.5276    -0.6231  170    -190     16.9463
  1246   11.5294    -0.6199  170    -190     16.9460
  1247   11.5288    -0.6203  170    -190     16.9459
  1248   11.5309    -0.6156  170    -190     16.9454
  1249   11.5286    -0.6224  170    -190     16.9455
  1250   11.5298    -0.6201  170    -190     16.9455
  1251   11.5299    -0.6200  170    -190     16.9456
  1252   11.5307    -0.6216  170    -190     16.9443
  1253   11.5295    -0.6236  170    -190     16.9452
  1254   11.5302    -0.6210  170    -190     16.9448
  1255   11.5290    -0.6221  170    -190     16.9454
  1256   11.5300    -0.6211  170    -190     16.9449
  1257   11.5290    -0.6235  170    -190     16.9454
  1258   11.5292    -0.6226  170    -190     16.9455
  1259   11.5284    -0.6229  170    -190     16.9455
  1260   11.5307    -0.6215  170    -190     16.9449
  1261   11.5285    -0.6240  170    -190     16.9449
  1262   11.5291    -0.6226  170    -190     16.9444
  1263   11.5299    -0.6208  170    -190     16.9452
  1264   11.5278    -0.6249  170    -190     16.9455
  1265   11.5272    -0.6251  169    -190     16.9457
  1266   11.5292    -0.6190  169    -190     16.9454
  1267   11.5295    -0.6199  169    -190     16.9449
  1268   11.5287    -0.6206  169    -190     16.9454
  1269   11.5265    -0.6236  169    -190     16.9460
  1270   11.5279    -0.6185  169    -190     16.9458
  1271   11.5256    -0.6196  169    -190     16.9469
  1272   11.5291    -0.6173  169    -190     16.9446
  1273   11.5280    -0.6236  169    -190     16.9451
  1274   11.5281    -0.6197  170    -190     16.9454
  1275   11.5284    -0.6209  170    -190     16.9456
  1276   11.5287    -0.6205  169    -190     16.9459
  1277   11.5276    -0.6227  170    -190     16.9461
  1278   11.5287    -0.6186  170    -190     16.9454
  1279   11.5274    -0.6215  169    -190     16.9456
  1280   11.5295    -0.6205  169    -190     16.9448
  1281   11.5289    -0.6226  170    -190     16.9448
  1282   11.5287    -0.6212  169    -190     16.9448
  1283   11.5283    -0.6206  169    -190     16.9459
  1284   11.5292    -0.6208  169    -190     16.9452
  1285   11.5281    -0.6223  169    -190     16.9456
  1286   11.5282    -0.6216  170    -190     16.9450
  1287   11.5274    -0.6214  170    -190     16.9456
  1288   11.5281    -0.6176  170    -190     16.9459
  1289   11.5271    -0.6248  169    -190     16.9457
  1290   11.5278    -0.6220  169    -190     16.9453
  1291   11.5288    -0.6226  169    -190     16.9445
  1292   11.5296    -0.6226  169    -190     16.9441
  1293   11.5282    -0.6234  169    -190     16.9451
  1294   11.5281    -0.6200  169    -190     16.9450
  1295   11.5284    -0.6206  169    -190     16.9450
  1296   11.5274    -0.6194  169    -191     16.9460
  1297    0.0000    +0.0000    0      0     96.9160
  1298    0.0000    +0.0000    0      0     96.9160
  1299    0.0000    +0.0000    0      0     96.9160
  1300    0.0000    +0.0000    0      0     96.9160
  1301    0.0000    +0.0000    0      0     96.9160
  1302    0.0000    +0.0000    0      0     96.9160
  1303    0.0000    +0.0000    0      0     96.9160
  1304   12.6166    -0.9976  169    -191     16.5810
  1305   12.6173    -0.9978  169    -191     16.5809
  1306   12.6190    -0.9950  169    -191     16.5798
  1307   12.6190    -0.9962  169    -191     16.5802
  1308   12.6160    -0.9971  169    -191     16.5807
  1309   11.5980    -3.3248   60    -190     17.1957
  1310   11.5998    -3.3230   61    -190     17.1951
  1311   11.6000    -3.3236   60    -190     17.1948
  1312   11.5977    -3.3271   60    -190     17.1948
  1313   11.5977    -3.3262   60    -189     17.1952
  1314   11.6013    -3.3199   61    -189     17.1953
  1315   11.6009    -3.3240   61    -189     17.1946
  1316   11.6006    -3.3207   61    -189     17.1953
  1317   11.5975    -3.3259   61    -189     17.1951
  1318   11.5993    -3.3246   61    -189     17.1950
  1319   11.5980    -3.3261   61    -189     17.1951
  1320   11.5964    -3.3253   61    -189     17.1960
  1321   11.5996    -3.3239   61    -189     17.1950
  1322   11.5989    -3.3217   61    -189     17.1957
  1323   11.5980    -3.3270   61    -189     17.1952
  1324   11.6000    -3.3222   60    -189     17.1957
  1325   11.5995    -3.3249   60    -189     17.1950
  1326   11.6002    -3.3221   61    -189     17.1954
  1327   11.5984    -3.3245   61    -189     17.1952
  1328   11.5985    -3.3244   61    -189     17.1952
  1329   11.5972    -3.3285   61    -189     17.1945
  1330   11.5982    -3.3230   61    -189     17.1959
  1331   11.5975    -3.3262   61    -189     17.1956
  1332   11.5972    -3.3216   60    -189     17.1964
  1333   11.5979    -3.3237   61    -189     17.1957
  1334   11.5999    -3.3226   61    -189     17.1951
  1335   11.5980    -3.3226   60    -189     17.1960
  1336   11.5977    -3.3239   61    -189     17.1952
  1337   11.5974    -3.3252   60    -189     17.1957
  1338   11.5981    -3.3243   61    -189     17.1955
  1339   11.6000    -3.3231   61    -189     17.1951
  1340   11.5992    -3.3238   61    -189     17.1953
  1341   11.5978    -3.3263   61    -189     17.1945
  1342   11.5977    -3.3242   61    -189     17.1956
  1343   11.5970    -3.3263   60    -189     17.1956
  1344   11.5994    -3.3246   61    -189     17.1951
  1345   11.5974    -3.3249   61    -189     17.1960
  1346   11.6008    -3.3187   61    -189     17.1961
  1347   11.5977    -3.3229   61    -189     17.1963
  1348   11.5994    -3.3254   60    -189     17.1949
  1349   11.5968    -3.3267   61    -189     17.1955
  1350   11.6004    -3.3192   61    -189     17.1957
  1351   11.5989    -3.3221   61    -189     17.1956
  1352   11.5974    -3.3254   61    -189     17.1954
  1353   11.5981    -3.3267   61    -189     17.1951
  1354   11.5988    -3.3249   60    -189     17.1954
  1355   11.6002    -3.3235   61    -189     17.1947
  1356   11.5963    -3.3231   61    -189     17.1964
  1357   11.5996    -3.3255   61    -189     17.1949
  1358   11.5962    -3.3278   61    -189     17.1953
  1359   11.6016    -3.3237   61    -189     17.1941
  1360   11.5997    -3.3229   61    -189     17.1950
  1361   11.5980    -3.3285   61    -190     17.1942
  1362   11.6000    -3.3229   60    -190     17.1951
  1363   11.6006    -3.3226   61    -190     17.1955
  1364   11.5997    -3.3216   61    -190     17.1955
  1365   11.5983    -3.3264   61    -190     17.1949
  1366   11.5992    -3.3223   61    -190     17.1958
  1367   11.5982    -3.3255   60    -190     17.1953
  1368   11.5986    -3.3214   61    -190     17.1962
  1369   11.5975    -3.3224   61    -190     17.1961
  1370   11.5999    -3.3223   61    -190     17.1953
  1371   11.5979    -3.3222   60    -190     17.1963
  1372   11.5994    -3.3208   61    -190     17.1961
  1373   11.5968    -3.3271   61    -190     17.1953
  1374   11.5976    -3.3259   61    -190     17.1953
  1375   11.5981    -3.3230   60    -190     17.1961
  1376   11.6007    -3.3210   61    -190     17.1952
  1377   11.5981    -3.3257   61    -190     17.1947
  1378   11.6014    -3.3222   61    -190     17.1951
  1379   11.6001    -3.3233   61    -190     17.1951
  1380   11.5979    -3.3257   61    -190     17.1953
  1381   11.5963    -3.3282   61    -190     17.1952
  1382   11.5983    -3.3238   61    -190     17.1958
  1383   11.6008    -3.3246   60    -190     17.1943
  1384   11.5972    -3.3258   61    -190     17.1958
  1385   11.5965    -3.3291   61    -190     17.1950
  1386   11.5992    -3.3234   61    -190     17.1956
  1387   11.5976    -3.3240   60    -190     17.1960
  1388   11.5993    -3.3245   60    -190     17.1955
  1389   11.5985    -3.3238   61    -190     17.1959
  1390   11.5991    -3.3237   61    -190     17.1951
  1391   11.5980    -3.3270   61    -190     17.1951
  1392   11.5975    -3.3249   61    -190     17.1957
  1393   11.5979    -3.3261   61    -190     17.1953
  1394   11.5981    -3.3242   61    -190     17.1958
  1395   11.5983    -3.3294   61    -190     17.1939
  1396   11.5984    -3.3252   61    -190     17.1949
  1397   11.5980    -3.3259   61    -190     17.1952
  1398   11.5983    -3.3261   61    -190     17.1947
  1399   11.5988    -3.3227   61    -190     17.1956
  1400   11.5983    -3.3217   60    -190     17.1962
  1401   11.5992    -3.3242   61    -190     17.1953
  1402   11.6013    -3.3199   61    -190     17.1954
  1403   11.5972    -3.3268   61    -190     17.1952
  1404   11.5981    -3.3274   61    -190     17.1949
  1405   11.5981    -3.3268   61    -190     17.1950
  1406   11.5983    -3.3251   61    -190     17.1951
  1407   11.5998    -3.3227   60    -190     17.1955
  1408   11.5993    -3.3229   60    -190     17.1956
  1409    0.0000    +0.0000    0      0     96.9160
  1410    0.0000    +0.0000    0      0     96.9160
  1411    0.0000    +0.0000    0      0     96.9160
  1412    0.0000    +0.0000    0      0     96.9160
  1413    0.0000    +0.0000    0      0     96.9160
  1414    0.0000    +0.0000    0      0     96.9160
  1415    0.0000    +0.0000    0      0     96.9160
  1416    0.0000    +0.0000    0      0     96.9160
  1417    0.0000    +0.0000    0      0     96.9160
  1418    0.0000    +0.0000    0      0     96.9160
  1419    0.0000    +0.0000    0      0     96.9160
  1420    9.9990    -2.9665   59    -189     17.8009
  1421    9.8430    -6.2642   53    -202     16.7968
  1422    9.8745    -6.0029   57    -201     16.8740
  1423    9.9194    -5.6221   60    -199     16.9853
  1424    9.9782    -5.1980   60    -198     17.0980
  1425   10.0264    -4.8389   61    -196     17.1918
  1426   10.0464    -4.6963   63    -196     17.2267
  1427   10.0249    -4.8547   61    -196     17.1855
  1428    9.9794    -5.2200   59    -198     17.0895
  1429    9.9244    -5.6636   59    -199     16.9675
  1430    9.8815    -6.0483   58    -202     16.8539
  1431    9.8589    -6.3243   54    -203     16.7658
  1432    9.8485    -6.4130   53    -203     16.7388
  1433    9.8455    -6.4142   53    -203     16.7395
  1434    9.8447    -6.4077   53    -202     16.7425
  1435    9.8405    -6.4150   53    -202     16.7428
  1436    9.8381    -6.4191   53    -203     16.7419
  1437    9.8356    -6.4355   53    -202     16.7373
  1438    9.8406    -6.4227   53    -202     16.7385
  1439    0.0000    +0.0000    0      0     96.9160



Total frames processed: 1440

                           Minimum   Average   Maximum
Mean Absolute Deviation:    0.0000    6.5903   16.0657
         Mean Deviation:  -15.8097   -2.1206   +6.6888
                   PSNR:   13.5274   36.5732   96.9160
           Overall PSNR:   18.8788
