1.000000,0.487920
1.000000,0.493238
1.000000,0.508688
1.000000,0.508347
1.000000,0.490586
1.000000,0.490541
1.000000,0.503490
1.000000,0.503480
1.000000,0.494909
1.000000,0.468641
1.000000,0.452995
1.000000,0.472605
0.811269,0.504052
0.814364,0.506192
0.814558,0.495594
0.816894,0.510441
0.816056,0.509718
0.818894,0.513218
0.822643,0.497854
0.809605,0.459391
0.799467,0.653038
0.794115,0.629024
0.795726,0.651246
0.799209,0.651456
0.793556,0.637791
0.789434,0.627862
0.794480,0.641116
0.792077,0.632038
0.756360,0.543703
0.765943,0.568964
0.754045,0.536466
0.742976,0.513965
0.745374,0.518181
0.761185,0.550785
0.757415,0.543630
0.767187,0.554877
0.779378,0.585819
0.786671,0.585525
0.792994,0.601592
0.792349,0.602800
0.797123,0.612095
0.797490,0.612160
0.797579,0.611868
0.794659,0.609888
0.791588,0.604009
0.795735,0.609955
0.791064,0.600247
0.776684,0.558971
0.754973,0.509869
0.737546,0.476235
0.735543,0.475675
0.712657,0.438890
0.670731,0.382934
0.634821,0.342071
0.633474,0.343731
0.628609,0.337811
0.662996,0.372269
0.656745,0.365206
0.660269,0.368300
0.689226,0.402918
0.701362,0.419219
0.727747,0.451199
0.748932,0.487514
0.757526,0.498610
0.782612,0.558933
0.796695,0.568741
0.796406,0.568642
0.797411,0.534911
0.778496,0.456437
0.787458,0.488241
0.768042,0.496147
0.749873,0.461892
0.754027,0.446614
0.726350,0.395391
0.732868,0.406389
0.723376,0.392301
0.737602,0.422298
0.746331,0.436754
0.721244,0.390689
1.000000,0.412067
1.000000,0.290860
1.000000,0.435022
1.000000,0.417606
1.000000,0.316722
1.000000,0.366002
1.000000,0.377878
1.000000,0.403964
1.000000,0.400103
1.000000,0.366321
1.000000,0.394768
1.000000,0.363691
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.038315
1.000000,0.097359
1.000000,0.126504
1.000000,0.146108
1.000000,0.157807
1.000000,0.165085
1.000000,0.169100
1.000000,0.173844
1.000000,0.178774
1.000000,0.182588
1.000000,0.184817
1.000000,0.185606
1.000000,0.185606
1.000000,0.185606
1.000000,0.185682
1.000000,0.185670
1.000000,0.185675
1.000000,0.185647
0.728473,0.274190
0.728467,0.274183
0.728463,0.274183
0.728484,0.274171
0.728514,0.274208
0.728505,0.274217
0.728529,0.274229
0.728505,0.274187
0.728557,0.274267
0.728517,0.274208
0.728657,0.274364
0.730041,0.274380
0.729279,0.274469
0.730000,0.275008
0.729641,0.275528
0.730248,0.276152
0.731234,0.276650
0.730685,0.276485
0.730594,0.276205
0.731056,0.276392
0.730152,0.276525
0.730280,0.276726
0.730077,0.276589
0.730113,0.276476
0.730360,0.276261
0.730002,0.275879
0.729469,0.275308
0.729174,0.275007
0.729282,0.275071
0.729123,0.274978
0.729436,0.275234
0.729695,0.275499
0.730336,0.276213
1.000000,0.188428
1.000000,0.188786
1.000000,0.188722
1.000000,0.188430
1.000000,0.188381
1.000000,0.188375
1.000000,0.188370
1.000000,0.188372
1.000000,0.188367
1.000000,0.188367
0.543194,0.427909
0.543253,0.427865
0.545293,0.429417
0.545298,0.429414
0.545293,0.429417
0.545287,0.429425
0.545288,0.429422
0.545282,0.429428
0.545290,0.429418
