1,6.0515,0.00027019,71.367,0.99999,391
2,17.778,0.0059248,44.547,0.99649,1176
3,142.37,0.00022869,72.815,1,10000
4,9.2492,0.013231,37.568,0.9859,633
5,43.612,0.0047883,46.396,0.99116,3172
