1,3.9933,0.00019836,74.051,0.99997,290
2,9.4072,0.0059293,44.54,0.9965,721
3,53.245,0.00016891,75.447,1,4257
4,3.928,0.013334,37.501,0.98585,259
5,12.321,0.0047876,46.398,0.99117,969
