1,3.7976,0.0002005,73.958,0.99997,279
2,8.151,0.0059291,44.54,0.9965,729
3,39.189,0.00021793,73.234,1,3720
4,2.7847,0.013344,37.494,0.98584,259
5,10.801,0.0047853,46.402,0.99117,1001
